file name,API importance,API importance (accurate)
/proc/sys/crypto/fips_enabled,1.000000,1-10^-29.437
/sys/bus,1.000000,1-10^-27.654
/etc/udev,1.000000,1-10^-25.991
/etc/udev/udev.conf,1.000000,1-10^-25.984
/proc/self/mountinfo,1.000000,1-10^-23.298
/sys/module,1.000000,1-10^-22.808
/proc/version,1.000000,1-10^-20.432
/sys/block,1.000000,1-10^-19.837
/proc/*/stat,1.000000,1-10^-19.637
/etc/gcrypt,1.000000,1-10^-19.296
/etc/gcrypt/fips_enabled,1.000000,1-10^-19.296
/etc/gcrypt/hwf.deny,1.000000,1-10^-19.296
/dev/ptmx,1.000000,1-10^-19.112
/sys/dev/block,1.000000,1-10^-18.784
/etc/inputrc,1.000000,1-10^-18.256
/etc/pam.d,1.000000,1-10^-17.163
/etc/pam.conf,1.000000,1-10^-17.151
/etc/pam.d/other,1.000000,1-10^-17.151
/dev/zero,1.000000,1-10^-15.696
/dev/mapper,1.000000,1-10^-15.496
/dev/stdin,1.000000,1-10^-15.447
/sys/fs/ext4,1.000000,1-10^-15.382
/etc/gss,1.000000,1-10^-14.713
/etc/gss/mech,1.000000,1-10^-14.713
/etc/gss/mech.d,1.000000,1-10^-14.712
/etc/gss/mech.d/*.conf,1.000000,1-10^-14.712
/sys/block/*/dev,1.000000,1-10^-13.353
/proc/self/status,1.000000,1-10^-13.059
/dev/mem,1.000000,1-10^-11.931
/etc/gnutls,1.000000,1-10^-11.891
/etc/gnutls/default-priorities,1.000000,1-10^-11.833
/proc/self/task,1.000000,1-10^-11.725
/proc/swaps,1.000000,1-10^-11.280
/dev/stdout,1.000000,1-10^-11.016
/proc/*/exe,1.000000,1-10^-10.980
/sys/block/*/*/dev,1.000000,1-10^-10.948
/sys/firmware,1.000000,1-10^-10.768
/sys/firmware/efi,1.000000,1-10^-10.767
/dev/loop,1.000000,1-10^-10.703
/etc/passwd,1.000000,1-10^-10.655
/etc/ldap,1.000000,1-10^-10.411
/etc/ldap/ldap.conf,1.000000,1-10^-10.411
/etc/shells,1.000000,1-10^-10.408
/proc/*/task,1.000000,1-10^-10.205
/etc/shadow,1.000000,1-10^-10.166
/sys/dev/char,1.000000,1-10^-10.145
/dev/stderr,1.000000,1-10^-10.138
/sys/block/*/dm,1.000000,1-10^-9.870
/sys/block/*/dm/name,1.000000,1-10^-9.870
/dev/root,1.000000,1-10^-9.398
/proc/partitions,1.000000,1-10^-9.306
/dev/tty0,1.000000,1-10^-9.244
/etc/profile,1.000000,1-10^-9.166
/dev/dri,1.000000,1-10^-9.138
/proc/modules,1.000000,1-10^-9.121
/etc/blkid.conf,1.000000,1-10^-8.881
/etc/blkid.tab,1.000000,1-10^-8.881
/proc/evms,1.000000,1-10^-8.856
/proc/evms/volumes,1.000000,1-10^-8.856
/proc/lvm,1.000000,1-10^-8.856
/proc/lvm/VGs,1.000000,1-10^-8.856
/sys/block/*/slaves,1.000000,1-10^-8.820
/dev/nvidiactl,1.000000,1-10^-8.778
/proc/*/fd,1.000000,1-10^-8.534
/etc/hostid,1.000000,1-10^-8.518
/proc/net/dev,1.000000,1-10^-8.167
/sys/firmware/efi/systab,1.000000,1-10^-8.124
/proc/sys/kernel/modprobe,1.000000,1-10^-8.118
/dev/disk,1.000000,1-10^-7.935
/dev/hda,1.000000,1-10^-7.728
/proc/self/task/*/attr,1.000000,1-10^-7.620
/etc/nvidia,1.000000,1-10^-7.615
/etc/drirc,1.000000,1-10^-7.598
/etc/group,1.000000,1-10^-7.412
/proc/loadavg,1.000000,1-10^-7.302
/proc/*u,1.000000,1-10^-7.253
/etc/bindresvport.blacklist,1.000000,1-10^-7.057
/sys/class/net,1.000000,1-10^-7.049
/etc/hosts,1.000000,1-10^-7.040
/sys/kernel,1.000000,1-10^-6.933
/dev/input,1.000000,1-10^-6.751
/sys/bus/scsi,1.000000,1-10^-6.686
/sys/bus/scsi/devices,1.000000,1-10^-6.686
/etc/ssl,1.000000,1-10^-6.652
/etc/ssl/certs,1.000000,1-10^-6.649
/etc/cups,1.000000,1-10^-6.518
/proc/self/stat,1.000000,1-10^-6.481
/dev/tty*,1.000000,1-10^-6.465
/proc/uptime,1.000000,1-10^-6.305
/dev/loop-control,1.000000,1-10^-6.021
/etc/.pwd.lock,0.999999,1-10^-5.947
/etc/login.defs,0.999999,1-10^-5.854
/sys/class/*_host,0.999998,1-10^-5.816
/sys/class/*_host/host*,0.999998,1-10^-5.816
/sys/module/loop,0.999998,1-10^-5.815
/sys/module/loop/parameters,0.999998,1-10^-5.815
/sys/module/loop/parameters/max_part,0.999998,1-10^-5.815
/proc/*/ns,0.999998,1-10^-5.776
/etc/gshadow,0.999998,1-10^-5.754
/proc/sys/net,0.999998,1-10^-5.637
/dev/gpmctl,0.999995,1-10^-5.317
/sys/power,0.999995,1-10^-5.303
/proc/net/unix,0.999994,1-10^-5.247
/proc/sys/dev,0.999991,1-10^-5.058
/sys/class/power_supply,0.999991,1-10^-5.048
/dev/misc,0.999991,1-10^-5.024
/proc/vz,0.999990,1-10^-4.980
/proc/xen,0.999989,1-10^-4.957
/proc/xen/capabilities,0.999988,1-10^-4.929
/etc/ssl/certs/ca-certificates.crt,0.999981,1-10^-4.716
/sys/devices/system/cpu/cpu*,0.999979,1-10^-4.686
/sys/devices/system/cpu/cpu*/cpufreq,0.999979,1-10^-4.683
/etc/sysctl.d,0.999979,1-10^-4.678
/etc/selinux,0.999977,1-10^-4.645
/etc/filesystems,0.999977,1-10^-4.645
/dev/rtc,0.999977,1-10^-4.644
/dev/bus,0.999966,1-10^-4.472
/dev/rfkill,0.999966,1-10^-4.468
/etc/catalog,0.999959,1-10^-4.383
/etc/adjtime,0.999956,1-10^-4.361
/dev/misc/rtc,0.999956,1-10^-4.353
/dev/rtc0,0.999955,1-10^-4.342
/dev/cdroms,0.999952,1-10^-4.322
/proc/net/psched,0.999947,1-10^-4.273
/dev/disk/by-uuid,0.999944,1-10^-4.248
/proc/net/if_inet6,0.999938,1-10^-4.210
/etc/os-release,0.999935,1-10^-4.186
/dev/dsp,0.999931,1-10^-4.159
/dev/bus/usb,0.999926,1-10^-4.130
/etc/default,0.999920,1-10^-4.098
/proc/misc,0.999917,1-10^-4.079
/etc/popt,0.999912,1-10^-4.057
/etc/popt.d,0.999912,1-10^-4.057
/proc/net/tcp,0.999912,1-10^-4.053
/proc/sysvipc,0.999911,1-10^-4.050
/proc/sysvipc/msg,0.999911,1-10^-4.050
/proc/sysvipc/sem,0.999911,1-10^-4.050
/proc/sysvipc/shm,0.999911,1-10^-4.050
/proc/net/udp,0.999908,1-10^-4.035
/sys/module/apparmor,0.999902,1-10^-4.009
/sys/module/apparmor/parameters,0.999902,1-10^-4.009
/sys/module/apparmor/parameters/enabled,0.999902,1-10^-4.009
/proc/*u/root,0.999899,1-10^-3.996
/dev/loop*,0.999899,1-10^-3.995
/proc/net/tcp6,0.999894,1-10^-3.974
/dev/disk/by-id,0.999890,1-10^-3.957
/proc/net/udp6,0.999890,1-10^-3.957
/proc/net/route,0.999889,1-10^-3.955
/dev/full,0.999881,1-10^-3.923
/proc/*/maps,0.999875,1-10^-3.904
/dev/mixer,0.999856,1-10^-3.840
/etc/kde4,0.999849,1-10^-3.822
/etc/kde4rc,0.999849,1-10^-3.822
/proc/self/uid_map,0.999835,1-10^-3.784
/proc/self/gid_map,0.999835,1-10^-3.782
/etc/termcap,0.999832,1-10^-3.776
/etc/trusted-key.key,0.999790,1-10^-3.678
/etc/alternatives,0.999773,1-10^-3.645
/sys/fs/cgroup,0.999770,1-10^-3.638
/etc/newt,0.999735,1-10^-3.577
/etc/newt/palette,0.999735,1-10^-3.577
/dev/vc,0.999716,1-10^-3.546
/dev/vc/0,0.999707,1-10^-3.534
/dev/vcsa*,0.999706,1-10^-3.532
/etc/init,0.999705,1-10^-3.530
/etc/cups/ssl,0.999674,1-10^-3.487
/dev/vcsa,0.999672,1-10^-3.484
/proc/*/smaps,0.999646,1-10^-3.451
/proc/PID,0.999615,1-10^-3.415
/dev/scsi,0.999609,1-10^-3.408
/sys/devices/system/node,0.999566,1-10^-3.363
/etc/gconf,0.999547,1-10^-3.344
/etc/gconf/2,0.999547,1-10^-3.344
/proc/sys/dev/cdrom,0.999522,1-10^-3.320
/proc/sys/dev/cdrom/info,0.999522,1-10^-3.320
/dev/log,0.999479,1-10^-3.283
/dev/dsp*,0.999453,1-10^-3.262
/dev/sd,0.999428,1-10^-3.243
/proc/sys/kernel/cap_last_cap,0.999400,1-10^-3.222
/etc/issue,0.999376,1-10^-3.205
/sys/devices/system/node/node*,0.999373,1-10^-3.203
/dev/egd-pool,0.999351,1-10^-3.188
/dev/disk/by-path,0.999315,1-10^-3.164
/proc/tty,0.999310,1-10^-3.161
/proc/tty/drivers,0.999293,1-10^-3.151
/dev/raw,0.999242,1-10^-3.120
/dev/raw/raw*,0.999242,1-10^-3.120
/dev/input/event,0.999220,1-10^-3.108
/etc/acpi,0.999124,1-10^-3.058
/dev/fd0,0.999110,1-10^-3.050
/dev/rawctl,0.999087,1-10^-3.040
/etc/skel,0.999078,1-10^-3.035
/proc/net/arp,0.999017,1-10^-3.008
/etc/hosts.equiv,0.998996,1-10^-2.998
/dev/.mount,0.998954,1-10^-2.981
/dev/.mount/utab,0.998954,1-10^-2.981
/etc/ethers,0.998923,1-10^-2.968
/etc/perl,0.998909,1-10^-2.962
/dev/hd*,0.998899,1-10^-2.958
/etc/dpkg,0.998881,1-10^-2.951
/dev/tcp,0.998858,1-10^-2.942
/sys/power/state,0.998843,1-10^-2.937
/etc/ttys,0.998830,1-10^-2.932
/sys/devices/system/cpu/cpu*/topology,0.998793,1-10^-2.918
/dev/watchdog,0.998793,1-10^-2.918
/sys/devices/system/cpu/possible,0.998791,1-10^-2.918
/sys/class/power_supply/AC,0.998791,1-10^-2.918
/sys/class/power_supply/AC/online,0.998785,1-10^-2.916
/devfs,0.998785,1-10^-2.915
/etc/e2fsck.conf,0.998785,1-10^-2.915
/etc/mke2fs.conf,0.998785,1-10^-2.915
/sys/fs/ext4/features,0.998785,1-10^-2.915
/sys/fs/ext4/features/lazy_itable_init,0.998785,1-10^-2.915
/sys/fs/ext4/features/meta_bg_resize,0.998785,1-10^-2.915
/sys/fs/ext4/features/sparse_super2,0.998785,1-10^-2.915
/proc/*/mountinfo,0.998780,1-10^-2.914
/sys/devices/system/node/node*/cpumap,0.998776,1-10^-2.912
/dev/udp,0.998773,1-10^-2.911
/dev/std,0.998773,1-10^-2.911
/etc/bash.bash_logout,0.998773,1-10^-2.911
/etc/bash.bashrc,0.998773,1-10^-2.911
/sys/devices/system/cpu/present,0.998769,1-10^-2.910
/sys/devices/system/cpu/cpu*/cpufreq/cpuinfo_max_freq,0.998761,1-10^-2.907
/proc/net/ipv6_route,0.998753,1-10^-2.904
/proc/locks,0.998750,1-10^-2.903
/proc/sys/kernel/shmmax,0.998749,1-10^-2.903
/sys/devices/system/cpu/cpu*/online,0.998749,1-10^-2.903
/proc/profile,0.998747,1-10^-2.902
/dev/raw/rawctl,0.998746,1-10^-2.902
/dev/name,0.998746,1-10^-2.902
/etc/terminal-colors.d,0.998746,1-10^-2.902
/proc/iSeries,0.998746,1-10^-2.902
/proc/sysinfo,0.998746,1-10^-2.902
/proc/sys/kernel/msgmax,0.998746,1-10^-2.902
/proc/sys/kernel/msgmnb,0.998746,1-10^-2.902
/proc/sys/kernel/msgmni,0.998746,1-10^-2.902
/proc/sys/kernel/sem,0.998746,1-10^-2.902
/proc/sys/kernel/shmall,0.998746,1-10^-2.902
/proc/sys/kernel/shmmni,0.998746,1-10^-2.902
/sys/class/rtc,0.998746,1-10^-2.902
/sys/class/rtc/*/device,0.998746,1-10^-2.902
/sys/class/rtc/*/device/power,0.998746,1-10^-2.902
/sys/class/rtc/*/device/power/wakeup,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/address,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache/index*,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache/index*/level,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache/index*/shared_cpu_map,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache/index*/size,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cache/index*/type,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/configure,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/cpufreq/cpuinfo_min_freq,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/polarization,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/topology/book_siblings,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/topology/core_siblings,0.998746,1-10^-2.902
/sys/devices/system/cpu/cpu*/topology/thread_siblings,0.998746,1-10^-2.902
/sys/devices/system/cpu/dispatching,0.998746,1-10^-2.902
/sys/devices/system/cpu/kernel_max,0.998746,1-10^-2.902
/sys/devices/system/cpu/rescan,0.998746,1-10^-2.902
/proc/net/raw,0.998694,1-10^-2.884
/proc/self/mounts,0.998630,1-10^-2.863
/sys/kernel/security,0.998628,1-10^-2.863
/etc/subuid,0.998566,1-10^-2.844
/etc/subgid,0.998566,1-10^-2.844
/etc/selinux/semanage.conf,0.998565,1-10^-2.843
/proc/*u/task,0.998561,1-10^-2.842
/etc/default/useradd,0.998560,1-10^-2.842
/etc/default/nuaddXXXXXX,0.998559,1-10^-2.841
/etc/pulse,0.998472,1-10^-2.816
/etc/pulse/client.conf,0.998472,1-10^-2.816
/proc/net/raw6,0.998454,1-10^-2.811
/etc/mactab,0.998454,1-10^-2.811
/dev/tape,0.998392,1-10^-2.794
/dev/ttyS0,0.998214,1-10^-2.748
/etc/NetworkManager,0.998161,1-10^-2.735
/dev/net,0.998141,1-10^-2.731
/dev/net/tun,0.998135,1-10^-2.729
/etc/NetworkManager/VPN,0.998115,1-10^-2.725
/etc/lsb-release,0.997989,1-10^-2.697
/etc/network,0.997830,1-10^-2.663
/etc/network/interfaces,0.997752,1-10^-2.648
/dev/md,0.997745,1-10^-2.647
/dev/dvd,0.997714,1-10^-2.641
/etc/network/if-*.d,0.997660,1-10^-2.631
/dev/hd,0.997627,1-10^-2.625
/dev/sr0,0.997542,1-10^-2.609
/proc/sys/net/ipv4,0.997524,1-10^-2.606
/etc/calendar,0.997394,1-10^-2.584
/etc/calendar/default,0.997394,1-10^-2.584
/dev/cmx0,0.997375,1-10^-2.581
/dev/cmx1,0.997344,1-10^-2.576
/proc/fs,0.997252,1-10^-2.561
/etc/sysctl.conf,0.997238,1-10^-2.559
/proc/net/snmp,0.997179,1-10^-2.550
/proc/net/snmp6,0.997172,1-10^-2.549
/proc/net/dev_mcast,0.997130,1-10^-2.542
/proc/net/ipx,0.997121,1-10^-2.541
/proc/net/ipx_route,0.997116,1-10^-2.540
/proc/net/ipx/route,0.997116,1-10^-2.540
/proc/net/igmp6,0.997090,1-10^-2.536
/proc/net/igmp,0.997085,1-10^-2.535
/proc/net/ip_masquerade,0.997083,1-10^-2.535
/proc/net/nr_nodes,0.997083,1-10^-2.535
/proc/net/rarp,0.997083,1-10^-2.535
/proc/net/ax25,0.997080,1-10^-2.535
/proc/net/netstat,0.997079,1-10^-2.534
/proc/net/nr_neigh,0.997079,1-10^-2.534
/proc/net/rt_cache,0.997078,1-10^-2.534
/proc/net/ax25_route,0.997078,1-10^-2.534
/proc/net/nr,0.997077,1-10^-2.534
/proc/net/atalk_route,0.997076,1-10^-2.534
/proc/net/appletalk,0.997076,1-10^-2.534
/proc/net/ipx/socket,0.997076,1-10^-2.534
/proc/net/ndisc,0.997076,1-10^-2.534
/proc/net/rose,0.997076,1-10^-2.534
/proc/net/x25,0.997076,1-10^-2.534
/proc/net/x25_routes,0.997076,1-10^-2.534
/proc/sys/net/ash,0.997076,1-10^-2.534
/proc/sys/net/econet,0.997076,1-10^-2.534
/dev/ppp,0.997074,1-10^-2.534
/etc/pkcs11,0.997055,1-10^-2.531
/etc/pkcs11/modules,0.997055,1-10^-2.531
/etc/pkcs11/pkcs11.conf,0.997055,1-10^-2.531
/dev/sg*,0.997044,1-10^-2.529
/etc/manpath.config,0.996604,1-10^-2.469
/etc/systemd,0.996404,1-10^-2.444
/etc/systemd/hwdb,0.996402,1-10^-2.444
/etc/systemd/hwdb/hwdb.bin,0.996402,1-10^-2.444
/proc/fs/nfs,0.996390,1-10^-2.443
/proc/vmstat,0.996117,1-10^-2.411
/sys/class/scsi_generic,0.996108,1-10^-2.410
/dev/vn,0.996023,1-10^-2.400
/etc/sysless,0.995973,1-10^-2.395
/sys/block/*/device,0.995965,1-10^-2.394
/proc/sys/kernel/yama,0.995956,1-10^-2.393
/proc/sys/kernel/yama/ptrace_scope,0.995956,1-10^-2.393
/dev/ttyS*,0.995954,1-10^-2.393
/dev/ram0,0.995895,1-10^-2.387
/etc/crontab,0.995870,1-10^-2.384
/etc/cron.allow,0.995859,1-10^-2.383
/etc/cron.d,0.995859,1-10^-2.383
/etc/cron.deny,0.995859,1-10^-2.383
/proc/sys/kernel/usermodehelper,0.995844,1-10^-2.381
/proc/sys/kernel/usermodehelper/bset,0.995844,1-10^-2.381
/proc/sys/kernel/usermodehelper/inheritable,0.995844,1-10^-2.381
/sys/power/resume,0.995844,1-10^-2.381
/etc/sysctl.d/10-ptrace.conf,0.995823,1-10^-2.379
/proc/fs/nfs/exports,0.995791,1-10^-2.376
/etc/avahi,0.995781,1-10^-2.375
/proc/net/ip_tables_names,0.995741,1-10^-2.371
/proc/net/ip6_tables_names,0.995736,1-10^-2.370
/dev/ttyUSB*,0.995723,1-10^-2.369
/dev/md0,0.995695,1-10^-2.366
/dev/rddev,0.995695,1-10^-2.366
/proc/sys/kernel/real-root-dev,0.995695,1-10^-2.366
/sys/block/*/range,0.995695,1-10^-2.366
/dev/scd*,0.995623,1-10^-2.359
/dev/sr*,0.995607,1-10^-2.357
/dev/ide,0.995600,1-10^-2.357
/proc/net/*6,0.995495,1-10^-2.346
/dev/cdroms/cdrom*,0.995314,1-10^-2.329
/dev/ide/host0,0.995314,1-10^-2.329
/dev/ide/host0/bus0,0.995314,1-10^-2.329
/dev/ide/host0/bus0/target1,0.995314,1-10^-2.329
/dev/ide/host0/bus0/target1/lun0,0.995314,1-10^-2.329
/dev/ide/host0/bus0/target1/lun0/cd,0.995314,1-10^-2.329
/dev/scsi/host1,0.995314,1-10^-2.329
/dev/scsi/host1/bus2,0.995314,1-10^-2.329
/dev/scsi/host1/bus2/target3,0.995314,1-10^-2.329
/dev/scsi/host1/bus2/target3/lun4,0.995314,1-10^-2.329
/dev/scsi/host1/bus2/target3/lun4/cd,0.995314,1-10^-2.329
/sys/block/*/device/block*,0.995314,1-10^-2.329
/sys/block/*/device/block*/queue,0.995314,1-10^-2.329
/sys/block/*/device/block*/queue/max_sectors_kb,0.995314,1-10^-2.329
/sys/class/scsi_generic/*/device,0.995314,1-10^-2.329
/sys/class/scsi_generic/*/device/block*,0.995314,1-10^-2.329
/sys/class/scsi_generic/*/device/block*/queue,0.995314,1-10^-2.329
/sys/class/scsi_generic/*/device/block*/queue/max_sectors_kb,0.995314,1-10^-2.329
/etc/ssh,0.995278,1-10^-2.326
/etc/ssh/ssh_host_dsa_key,0.995252,1-10^-2.324
/etc/ssh/ssh_host_rsa_key,0.995252,1-10^-2.324
/etc/ssh/moduli,0.995249,1-10^-2.323
/etc/ssh/primes,0.995249,1-10^-2.323
/etc/ssh/ssh_host_ecdsa_key,0.995249,1-10^-2.323
/etc/ssh/ssh_host_ed25519_key,0.995249,1-10^-2.323
/etc/ssh/ssh_host_key,0.995249,1-10^-2.323
/etc/ssh/ssh_known_hosts,0.995249,1-10^-2.323
/etc/ssh/ssh_known_hosts2,0.995249,1-10^-2.323
/proc/sys/kernel/pid_max,0.995140,1-10^-2.313
/sys/bus/usb,0.994776,1-10^-2.282
/sys/bus/usb/devices,0.994776,1-10^-2.282
/dev/ttyACM*,0.994750,1-10^-2.280
/dev/ttyC*,0.994717,1-10^-2.277
/proc/slabinfo,0.994712,1-10^-2.277
/dev/ttyB*,0.994707,1-10^-2.276
/proc/*/numa_maps,0.994706,1-10^-2.276
/proc/*/wchan,0.994704,1-10^-2.276
/proc/ksyms,0.994704,1-10^-2.276
/dev/3270,0.994700,1-10^-2.276
/dev/3270/tty*,0.994700,1-10^-2.276
/dev/drum,0.994700,1-10^-2.276
/dev/iseries,0.994700,1-10^-2.276
/dev/iseries/vtty*,0.994700,1-10^-2.276
/dev/*nsole,0.994700,1-10^-2.276
/dev/pty*,0.994700,1-10^-2.276
/dev/ttyCH*,0.994700,1-10^-2.276
/dev/ttyD*,0.994700,1-10^-2.276
/dev/ttyE*,0.994700,1-10^-2.276
/dev/ttyEQ*,0.994700,1-10^-2.276
/dev/ttyF*,0.994700,1-10^-2.276
/dev/ttyH*,0.994700,1-10^-2.276
/dev/ttyI*,0.994700,1-10^-2.276
/dev/ttyL*,0.994700,1-10^-2.276
/dev/ttyM*,0.994700,1-10^-2.276
/dev/ttyMX*,0.994700,1-10^-2.276
/dev/ttyP*,0.994700,1-10^-2.276
/dev/ttyR*,0.994700,1-10^-2.276
/dev/ttySI*,0.994700,1-10^-2.276
/dev/ttySR*,0.994700,1-10^-2.276
/dev/ttyT*,0.994700,1-10^-2.276
/dev/ttyU*,0.994700,1-10^-2.276
/dev/ttyUB*,0.994700,1-10^-2.276
/dev/ttyV*,0.994700,1-10^-2.276
/dev/ttyW*,0.994700,1-10^-2.276
/dev/ttyX*,0.994700,1-10^-2.276
/dev/ttyY*,0.994700,1-10^-2.276
/etc/toprc,0.994700,1-10^-2.276
/proc/PID/smaps,0.994700,1-10^-2.276
/proc/self/oom_score_adj,0.994658,1-10^-2.272
/proc/scsi,0.994218,1-10^-2.238
/etc/pki,0.994020,1-10^-2.223
/etc/ssh/ssh_config,0.993841,1-10^-2.210
/dev/nvidia*,0.993456,1-10^-2.184
/dev/nvidiactl*,0.993456,1-10^-2.184
/dev/nvidia-uvm,0.993456,1-10^-2.184
/dev/parport*,0.993281,1-10^-2.173
/etc/nanorc,0.993116,1-10^-2.162
/sys/module/*/initstate,0.991363,1-10^-2.064
/proc/self/cgroup,0.990794,1-10^-2.036
/sys/firmware/efi/efivars,0.990613,1-10^-2.027
/sys/kernel/security/ima,0.990582,1-10^-2.026
/etc/initrd-release,0.990582,1-10^-2.026
/sys/fs/smackfs,0.990582,1-10^-2.026
/sys/hypervisor,0.990582,1-10^-2.026
/sys/hypervisor/type,0.990582,1-10^-2.026
/proc/sys/kernel/osrelease,0.990577,1-10^-2.026
/dev/btrfs-control,0.990433,1-10^-2.019
/etc/telnetrc,0.990266,1-10^-2.012
/etc/scsi_id.config,0.990246,1-10^-2.011
/etc/udev/hwdb.d,0.990246,1-10^-2.011
/dev/rdsk,0.989925,1-10^-1.997
/dev/dsk,0.989825,1-10^-1.992
/sys/devices/virtual,0.989091,1-10^-1.962
/dev/input/event*,0.984522,1-10^-1.810
/etc/selinux/config,0.984287,1-10^-1.804
/etc/dbus-1,0.984192,1-10^-1.801
/etc/dbus-1/session.conf,0.984187,1-10^-1.801
/etc/dbus-1/system.conf,0.984187,1-10^-1.801
/sys*,0.982460,1-10^-1.756
/sys/kernel/debug,0.981505,1-10^-1.733
/dev/midi,0.980498,1-10^-1.710
/etc/ppp,0.980328,1-10^-1.706
/etc/ppp/chap-secrets,0.980099,1-10^-1.701
/etc/ppp/pap-secrets,0.980099,1-10^-1.701
/etc/ppp/options,0.979894,1-10^-1.697
/etc/at.allow,0.979675,1-10^-1.692
/etc/at.deny,0.979675,1-10^-1.692
/dev/sr,0.979375,1-10^-1.686
/dev/sda,0.978363,1-10^-1.665
/etc/ppp/ip-up,0.978056,1-10^-1.659
/etc/ppp/ip-down,0.977852,1-10^-1.655
/etc/acpi/events,0.975888,1-10^-1.618
/etc/sudoers,0.975611,1-10^-1.613
/sys/fs/cgroup/systemd,0.975309,1-10^-1.607
/etc/sudo.conf,0.974982,1-10^-1.602
/etc/dconf,0.974728,1-10^-1.597
/dev/scd,0.973632,1-10^-1.579
/proc/sys/net/ipv6,0.971803,1-10^-1.550
/proc/sys/net/ipv6/conf,0.971788,1-10^-1.550
/etc/services,0.971319,1-10^-1.542
/dev/snd,0.971253,1-10^-1.541
/etc/debian_version,0.970597,1-10^-1.532
/dev/aloadC*,0.970564,1-10^-1.531
/dev/snd/controlC*,0.970564,1-10^-1.531
/etc/SuSE-release,0.970196,1-10^-1.526
/sys/bus/pci,0.969496,1-10^-1.516
/sys/bus/pci/devices,0.969395,1-10^-1.514
/proc/ide,0.968620,1-10^-1.503
/etc/rsyncd.conf,0.968213,1-10^-1.498
/etc/security,0.967868,1-10^-1.493
/etc/iproute2,0.965831,1-10^-1.466
/etc/iproute2/rt_protos,0.965828,1-10^-1.466
/etc/iproute2/rt_realms,0.965827,1-10^-1.466
/etc/iproute2/rt_scopes,0.965824,1-10^-1.466
/etc/iproute2/rt_dsfield,0.965818,1-10^-1.466
/etc/ppp/resolv.conf,0.965762,1-10^-1.465
/proc/scsi/sg,0.965269,1-10^-1.459
/sys/class/net/*/ifindex,0.964704,1-10^-1.452
/proc/sys/net/ipv4/route,0.963693,1-10^-1.440
